MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_31
MatNr1,1208,PrMod2,TSys27,AB-3CD-5,02.12.2023,02:48:29,OK,OK,00:01:45,00:01:45,0.0
MatNr3,1209,PrMod4,TSys27,AB-3CD-8,02.12.2023,03:13:08,OK,OK,00:01:34,00:01:34,0.0
MatNr3,1210,PrMod3,TSys32,AB-2CD-7,02.12.2023,03:36:22,OK,OK,00:01:48,00:01:48,0.0
MatNr3,1211,PrMod4,TSys32,AB-2CD-0,02.12.2023,04:00:17,System_issue,System_error,00:01:50,00:01:50,0.0
MatNr1,1212,PrMod2,TSys32,AB-3CD-5,02.12.2023,04:25:58,OK,OK,00:01:30,00:01:30,0.0
MatNr3,1213,PrMod2,TSys27,AB-1CD-1,02.12.2023,04:48:50,OK,OK,00:01:39,00:01:39,0.0
MatNr3,1214,PrMod2,TSys32,AB-2CD-0,02.12.2023,05:08:06,OK,OK,00:02:03,00:02:03,0.0
MatNr2,1215,PrMod1,TSys54,AB-3CD-5,02.12.2023,05:29:59,OK,OK,00:01:44,00:01:44,0.0
MatNr1,1216,PrMod3,TSys27,AB-2CD-3,02.12.2023,05:53:22,OK,OK,00:02:40,00:02:40,0.0
MatNr1,1217,PrMod4,TSys27,AB-1CD-0,02.12.2023,06:16:35,OK,OK,00:01:54,00:01:54,0.0
MatNr2,1218,PrMod4,TSys27,AB-3CD-8,02.12.2023,06:43:38,OK,OK,00:02:21,00:02:21,0.0
MatNr1,1219,PrMod1,TSys54,AB-1CD-8,02.12.2023,07:07:15,Angel_to_low,Tolerance_violence,00:01:50,00:01:50,0.0
MatNr2,1220,PrMod2,TSys27,AB-1CD-8,02.12.2023,07:30:06,angel_to_wide,Tolerance_violence,00:01:50,00:01:50,0.0
MatNr1,1221,PrMod1,TSys27,AB-1CD-8,02.12.2023,07:53:34,OK,OK,00:01:50,00:01:50,0.0
MatNr2,1222,PrMod4,TSys32,AB-1CD-8,02.12.2023,08:17:23,OK,OK,00:02:12,00:02:12,0.0
MatNr3,1223,PrMod4,TSys27,AB-3CD-7,02.12.2023,08:41:08,System_issue,System_error,00:01:56,00:01:56,0.0
MatNr3,1224,PrMod1,TSys32,AB-2CD-3,02.12.2023,09:04:38,OK,OK,00:02:27,00:02:27,0.0
MatNr2,1225,PrMod2,TSys32,AB-2CD-0,02.12.2023,09:28:40,OK,OK,00:02:26,00:02:26,0.0
MatNr3,1226,PrMod3,TSys54,AB-3CD-5,02.12.2023,09:50:14,OK,OK,00:02:03,00:02:03,0.0
MatNr2,1227,PrMod2,TSys54,AB-2CD-0,02.12.2023,10:16:12,OK,OK,00:02:34,00:02:34,0.0
MatNr1,1228,PrMod4,TSys54,AB-1CD-4,02.12.2023,10:39:53,OK,OK,00:01:20,00:01:20,0.0
MatNr3,1229,PrMod4,TSys54,AB-3CD-1,02.12.2023,11:01:24,OK,OK,00:02:18,00:02:18,0.0
MatNr2,1230,PrMod2,TSys54,AB-3CD-3,02.12.2023,11:26:13,angel_to_wide,Tolerance_violence,00:01:57,00:01:57,0.0
MatNr2,1231,PrMod4,TSys54,AB-2CD-6,02.12.2023,11:49:48,System_issue,System_error,00:01:56,00:01:56,0.0
MatNr2,1231,PrMod4,TSys54,AB-2CD-6,02.12.2023,11:54:34,System_issue,System_error,00:02:16,00:02:16,0.0
MatNr3,1232,PrMod3,TSys54,AB-1CD-2,02.12.2023,12:17:36,angel_to_wide,Tolerance_violence,00:01:53,00:01:53,0.0
MatNr3,1233,PrMod3,TSys32,AB-1CD-5,02.12.2023,12:38:28,OK,OK,00:01:01,00:01:01,-0.0
MatNr3,1234,PrMod2,TSys27,AB-1CD-6,02.12.2023,13:01:40,OK,OK,00:02:15,00:02:15,0.0
MatNr3,1235,PrMod4,TSys27,AB-3CD-3,02.12.2023,13:25:35,OK,OK,00:01:40,00:01:40,0.0
MatNr3,1236,PrMod1,TSys54,AB-1CD-6,02.12.2023,13:49:19,System_issue,System_error,00:02:03,00:02:03,0.0
MatNr1,1237,PrMod4,TSys54,AB-2CD-5,02.12.2023,14:13:26,OK,OK,00:02:12,00:02:12,0.0
MatNr1,1238,PrMod4,TSys54,AB-3CD-3,02.12.2023,14:36:14,OK,OK,00:01:48,00:01:48,0.0
MatNr1,1239,PrMod4,TSys32,AB-3CD-7,02.12.2023,14:59:30,OK,OK,00:01:45,00:01:45,0.0
MatNr2,1240,PrMod2,TSys27,AB-1CD-7,02.12.2023,15:22:57,OK,OK,00:02:25,00:02:25,0.0
MatNr2,1241,PrMod3,TSys27,AB-3CD-1,02.12.2023,15:47:25,System_issue,System_error,00:01:45,00:01:45,0.0
MatNr1,1242,PrMod4,TSys32,AB-1CD-6,02.12.2023,16:10:22,OK,OK,00:02:30,00:02:30,0.0
MatNr1,1243,PrMod3,TSys32,AB-2CD-1,02.12.2023,16:35:43,OK,OK,00:02:01,00:02:01,0.0
MatNr2,1244,PrMod2,TSys32,AB-3CD-4,02.12.2023,16:57:08,OK,OK,00:01:50,00:01:50,0.0
MatNr2,1245,PrMod3,TSys27,AB-3CD-0,02.12.2023,17:23:42,OK,OK,00:02:06,00:02:06,0.0
MatNr2,1246,PrMod1,TSys32,AB-3CD-7,02.12.2023,17:46:03,OK,OK,00:02:00,00:02:00,0.0
MatNr1,1247,PrMod4,TSys32,AB-3CD-2,02.12.2023,18:10:25,OK,OK,00:01:38,00:01:38,0.0
MatNr1,1248,PrMod2,TSys32,AB-3CD-9,02.12.2023,18:35:02,OK,OK,00:01:48,00:01:48,0.0
MatNr2,1249,PrMod1,TSys27,AB-1CD-0,02.12.2023,18:59:10,OK,OK,00:02:21,00:02:21,0.0
MatNr3,1250,PrMod1,TSys32,AB-3CD-0,02.12.2023,19:20:17,OK,OK,00:02:06,00:02:06,0.0
MatNr3,1251,PrMod3,TSys54,AB-3CD-1,02.12.2023,19:42:59,OK,OK,00:02:04,00:02:04,0.0
MatNr1,1252,PrMod4,TSys27,AB-3CD-1,02.12.2023,20:05:36,OK,OK,00:02:27,00:02:27,0.0
MatNr2,1253,PrMod4,TSys32,AB-1CD-9,02.12.2023,20:29:31,System_issue,System_error,00:02:00,00:02:00,0.0
MatNr2,1254,PrMod3,TSys54,AB-1CD-8,02.12.2023,20:53:52,angel_to_wide,Tolerance_violence,00:03:08,00:03:08,0.0
MatNr1,1255,PrMod4,TSys27,AB-3CD-9,02.12.2023,21:20:52,OK,OK,00:01:43,00:01:43,0.0
MatNr1,1256,PrMod2,TSys32,AB-2CD-4,02.12.2023,21:54:27,angel_to_wide,Tolerance_violence,00:02:28,00:02:28,0.0
MatNr2,1257,PrMod3,TSys32,AB-1CD-6,02.12.2023,22:19:30,OK,OK,00:02:33,00:02:33,0.0
MatNr2,1258,PrMod3,TSys27,AB-3CD-4,02.12.2023,22:42:43,OK,OK,00:01:42,00:01:42,0.0
MatNr3,1259,PrMod2,TSys27,AB-1CD-5,02.12.2023,23:03:26,OK,OK,00:02:17,00:02:17,-0.0
MatNr1,1260,PrMod4,TSys27,AB-2CD-9,02.12.2023,23:30:46,System_issue,System_error,00:02:00,00:02:00,0.0
MatNr1,1261,PrMod4,TSys32,AB-1CD-3,02.12.2023,23:53:26,OK,OK,00:01:50,00:01:50,0.0
MatNr2,1262,PrMod1,TSys27,AB-2CD-3,03.12.2023,00:14:40,OK,OK,00:01:54,00:01:54,0.0
MatNr1,1263,PrMod2,TSys54,AB-2CD-3,03.12.2023,00:34:25,OK,OK,00:02:06,00:02:06,0.0
MatNr1,1264,PrMod2,TSys27,AB-1CD-5,03.12.2023,01:02:35,System_issue,System_error,00:02:30,00:02:30,0.0
MatNr2,1265,PrMod4,TSys54,AB-1CD-9,03.12.2023,01:28:46,OK,OK,00:01:30,00:01:30,0.0
MatNr1,1266,PrMod1,TSys54,AB-1CD-6,03.12.2023,01:51:35,angel_to_wide,Tolerance_violence,00:01:40,00:01:40,0.0
MatNr1,1267,PrMod1,TSys27,AB-2CD-3,03.12.2023,02:17:04,angel_to_wide,Tolerance_violence,00:02:07,00:02:07,0.0
MatNr3,1268,PrMod4,TSys54,AB-1CD-0,03.12.2023,02:40:37,Angel_to_low,Tolerance_violence,00:01:23,00:01:23,0.0
MatNr3,1269,PrMod1,TSys27,AB-3CD-5,03.12.2023,03:03:44,OK,OK,00:02:42,00:02:42,0.0
MatNr3,1270,PrMod2,TSys32,AB-2CD-8,03.12.2023,03:26:17,OK,OK,00:01:20,00:01:20,0.0
MatNr2,1271,PrMod1,TSys27,AB-1CD-9,03.12.2023,03:46:18,OK,OK,00:01:40,00:01:40,-0.0
MatNr1,1272,PrMod4,TSys32,AB-3CD-7,03.12.2023,04:11:52,OK,OK,00:02:29,00:02:29,0.0
MatNr1,1273,PrMod2,TSys32,AB-3CD-6,03.12.2023,04:34:41,OK,OK,00:02:15,00:02:15,0.0
MatNr3,1274,PrMod4,TSys32,AB-2CD-8,03.12.2023,04:59:34,OK,OK,00:01:31,00:01:31,0.0
MatNr3,1275,PrMod1,TSys32,AB-2CD-8,03.12.2023,05:20:05,OK,OK,00:01:31,00:01:31,0.0
MatNr3,1276,PrMod1,TSys32,AB-3CD-9,03.12.2023,05:44:21,System_issue,System_error,00:01:52,00:01:52,0.0
MatNr3,1276,PrMod1,TSys32,AB-3CD-9,03.12.2023,05:49:35,System_issue,System_error,00:01:24,00:01:24,0.0
MatNr2,1277,PrMod1,TSys32,AB-1CD-8,03.12.2023,06:12:31,OK,OK,00:01:50,00:01:50,0.0
MatNr1,1278,PrMod2,TSys32,AB-2CD-7,03.12.2023,06:35:17,OK,OK,00:01:55,00:01:55,0.0
MatNr1,1279,PrMod2,TSys27,AB-1CD-4,03.12.2023,06:57:07,OK,OK,00:02:14,00:02:14,0.0
MatNr3,1280,PrMod1,TSys32,AB-3CD-1,03.12.2023,07:21:58,System_issue,System_error,00:01:54,00:01:54,-0.0
MatNr1,1281,PrMod2,TSys27,AB-2CD-7,03.12.2023,07:44:21,OK,OK,00:01:45,00:01:45,0.0
MatNr3,1282,PrMod2,TSys27,AB-2CD-8,03.12.2023,08:05:43,OK,OK,00:02:16,00:02:16,0.0
MatNr3,1283,PrMod2,TSys27,AB-2CD-5,03.12.2023,08:32:09,OK,OK,00:01:39,00:01:39,0.0
MatNr2,1284,PrMod4,TSys27,AB-2CD-3,03.12.2023,08:55:54,System_issue,System_error,00:01:59,00:01:59,0.0
MatNr1,1285,PrMod4,TSys27,AB-1CD-2,03.12.2023,09:20:37,OK,OK,00:02:41,00:02:41,0.0
MatNr3,1286,PrMod2,TSys27,AB-3CD-4,03.12.2023,09:47:01,angel_to_wide,Tolerance_violence,00:02:02,00:02:02,0.0
MatNr3,1287,PrMod1,TSys27,AB-3CD-8,03.12.2023,10:09:51,OK,OK,00:02:27,00:02:27,0.0
MatNr2,1288,PrMod2,TSys32,AB-2CD-8,03.12.2023,10:39:39,Angel_to_low,Tolerance_violence,00:01:42,00:01:42,0.0
MatNr2,1289,PrMod1,TSys54,AB-3CD-1,03.12.2023,11:02:54,OK,OK,00:02:08,00:02:08,0.0
MatNr1,1290,PrMod1,TSys32,AB-3CD-0,03.12.2023,11:23:32,OK,OK,00:02:05,00:02:05,0.0
MatNr1,1291,PrMod3,TSys32,AB-2CD-5,03.12.2023,11:48:40,OK,OK,00:02:13,00:02:13,0.0
MatNr2,1292,PrMod2,TSys54,AB-2CD-2,03.12.2023,12:13:51,angel_to_wide,Tolerance_violence,00:01:28,00:01:28,0.0
MatNr2,1293,PrMod1,TSys54,AB-2CD-3,03.12.2023,12:39:44,OK,OK,00:01:27,00:01:27,0.0
MatNr1,1294,PrMod1,TSys32,AB-2CD-7,03.12.2023,13:04:56,OK,OK,00:01:45,00:01:45,-0.0
MatNr3,1295,PrMod3,TSys54,AB-3CD-7,03.12.2023,13:27:14,OK,OK,00:01:47,00:01:47,0.0
MatNr1,1296,PrMod1,TSys54,AB-3CD-3,03.12.2023,13:52:40,OK,OK,00:02:27,00:02:27,0.0
MatNr3,1297,PrMod2,TSys32,AB-3CD-2,03.12.2023,14:17:36,OK,OK,00:02:23,00:02:23,0.0
MatNr1,1298,PrMod2,TSys54,AB-1CD-2,03.12.2023,14:40:03,OK,OK,00:02:20,00:02:20,0.0
MatNr2,1299,PrMod4,TSys32,AB-3CD-7,03.12.2023,15:03:24,OK,OK,00:01:58,00:01:58,0.0
MatNr2,1300,PrMod2,TSys27,AB-3CD-5,03.12.2023,15:27:51,System_issue,System_error,00:01:24,00:01:24,0.0
MatNr1,1301,PrMod4,TSys32,AB-3CD-7,03.12.2023,15:58:13,angel_to_wide,Tolerance_violence,00:02:22,00:02:22,0.0
MatNr1,1302,PrMod3,TSys54,AB-1CD-8,03.12.2023,16:21:09,OK,OK,00:01:40,00:01:40,0.0
MatNr2,1303,PrMod3,TSys27,AB-1CD-3,03.12.2023,16:42:21,System_issue,System_error,00:01:41,00:01:41,0.0
MatNr2,1304,PrMod4,TSys32,AB-3CD-3,03.12.2023,17:12:20,Angel_to_low,Tolerance_violence,00:01:44,00:01:44,0.0
MatNr2,1305,PrMod2,TSys54,AB-1CD-5,03.12.2023,17:36:15,OK,OK,00:01:47,00:01:47,0.0
MatNr3,1306,PrMod3,TSys54,AB-1CD-6,03.12.2023,18:00:05,OK,OK,00:01:55,00:01:55,0.0
MatNr3,1307,PrMod4,TSys27,AB-2CD-5,03.12.2023,18:24:35,OK,OK,00:01:42,00:01:42,0.0
MatNr2,1308,PrMod1,TSys54,AB-3CD-7,03.12.2023,18:46:43,OK,OK,00:01:15,00:01:15,0.0
MatNr2,1309,PrMod2,TSys27,AB-1CD-4,03.12.2023,19:09:03,OK,OK,00:01:57,00:01:57,0.0
MatNr1,1310,PrMod3,TSys54,AB-3CD-6,03.12.2023,19:32:05,OK,OK,00:01:46,00:01:46,0.0
MatNr3,1311,PrMod1,TSys54,AB-1CD-5,03.12.2023,19:56:09,OK,OK,00:02:14,00:02:14,0.0
MatNr1,1312,PrMod2,TSys27,AB-2CD-5,03.12.2023,20:18:35,OK,OK,00:02:17,00:02:17,0.0
MatNr1,1313,PrMod4,TSys27,AB-2CD-2,03.12.2023,20:42:04,OK,OK,00:02:31,00:02:31,0.0
MatNr3,1314,PrMod3,TSys32,AB-2CD-3,03.12.2023,21:05:23,OK,OK,00:02:01,00:02:01,0.0
MatNr3,1315,PrMod1,TSys27,AB-1CD-2,03.12.2023,21:29:51,Angel_to_low,Tolerance_violence,00:02:05,00:02:05,-0.0
MatNr3,1316,PrMod4,TSys54,AB-2CD-8,03.12.2023,21:53:38,OK,OK,00:02:06,00:02:06,0.0
MatNr3,1317,PrMod2,TSys54,AB-3CD-8,03.12.2023,22:17:23,OK,OK,00:01:51,00:01:51,0.0
MatNr3,1318,PrMod2,TSys54,AB-1CD-3,03.12.2023,22:39:15,OK,OK,00:01:56,00:01:56,0.0
MatNr2,1319,PrMod1,TSys32,AB-3CD-0,03.12.2023,22:56:33,OK,OK,00:01:33,00:01:33,0.0
MatNr1,1320,PrMod2,TSys27,AB-1CD-4,03.12.2023,23:17:51,OK,OK,00:02:00,00:02:00,0.0
MatNr3,1321,PrMod3,TSys54,AB-2CD-7,03.12.2023,23:41:58,OK,OK,00:02:10,00:02:10,0.0
MatNr3,1322,PrMod1,TSys32,AB-2CD-4,04.12.2023,00:02:34,System_issue,System_error,00:01:42,00:01:42,0.0
MatNr2,1323,PrMod3,TSys27,AB-1CD-7,04.12.2023,00:24:37,OK,OK,00:01:35,00:01:35,0.0
MatNr1,1324,PrMod2,TSys32,AB-1CD-1,04.12.2023,00:46:54,OK,OK,00:02:02,00:02:02,0.0
MatNr2,1325,PrMod3,TSys32,AB-3CD-0,04.12.2023,01:09:23,angel_to_wide,Tolerance_violence,00:02:04,00:02:04,0.0
MatNr3,1326,PrMod1,TSys27,AB-3CD-8,04.12.2023,01:33:47,System_issue,System_error,00:02:31,00:02:31,0.0
MatNr1,1327,PrMod4,TSys27,AB-1CD-5,04.12.2023,01:56:08,OK,OK,00:01:21,00:01:21,0.0
MatNr3,1328,PrMod4,TSys32,AB-2CD-4,04.12.2023,02:18:58,OK,OK,00:02:27,00:02:27,0.0
MatNr2,1329,PrMod3,TSys32,AB-2CD-9,04.12.2023,02:41:04,OK,OK,00:01:36,00:01:36,0.0
MatNr3,1330,PrMod4,TSys27,AB-1CD-6,04.12.2023,03:05:32,OK,OK,00:01:39,00:01:39,0.0
MatNr3,1331,PrMod2,TSys32,AB-2CD-7,04.12.2023,03:26:48,OK,OK,00:02:08,00:02:08,0.0
MatNr2,1332,PrMod2,TSys32,AB-3CD-5,04.12.2023,03:50:03,OK,OK,00:02:11,00:02:11,0.0
MatNr3,1333,PrMod4,TSys27,AB-3CD-1,04.12.2023,04:13:42,OK,OK,00:01:53,00:01:53,0.0
MatNr1,1334,PrMod4,TSys54,AB-2CD-4,04.12.2023,04:33:32,OK,OK,00:02:23,00:02:23,0.0
MatNr3,1335,PrMod2,TSys54,AB-3CD-9,04.12.2023,04:56:58,OK,OK,00:02:23,00:02:23,0.0
MatNr2,1336,PrMod2,TSys27,AB-1CD-4,04.12.2023,05:21:03,OK,OK,00:01:56,00:01:56,0.0
MatNr2,1337,PrMod4,TSys27,AB-2CD-6,04.12.2023,05:44:02,OK,OK,00:02:05,00:02:05,0.0
MatNr1,1338,PrMod2,TSys32,AB-3CD-2,04.12.2023,06:06:52,OK,OK,00:02:18,00:02:18,0.0
MatNr2,1339,PrMod4,TSys27,AB-2CD-4,04.12.2023,06:31:03,OK,OK,00:02:06,00:02:06,0.0
MatNr1,1340,PrMod2,TSys27,AB-3CD-1,04.12.2023,06:53:46,OK,OK,00:02:37,00:02:37,0.0
MatNr1,1341,PrMod1,TSys54,AB-2CD-2,04.12.2023,07:16:23,OK,OK,00:01:51,00:01:51,0.0
MatNr1,1342,PrMod3,TSys54,AB-2CD-3,04.12.2023,07:37:57,OK,OK,00:02:06,00:02:06,-0.0
MatNr2,1343,PrMod2,TSys27,AB-3CD-2,04.12.2023,08:00:58,OK,OK,00:01:31,00:01:31,0.0
MatNr2,1344,PrMod2,TSys32,AB-3CD-1,04.12.2023,08:26:51,OK,OK,00:01:50,00:01:50,0.0
MatNr2,1345,PrMod3,TSys54,AB-1CD-8,04.12.2023,08:51:04,OK,OK,00:02:01,00:02:01,0.0
MatNr3,1346,PrMod1,TSys54,AB-3CD-4,04.12.2023,09:16:07,OK,OK,00:02:00,00:02:00,0.0
MatNr1,1347,PrMod2,TSys27,AB-3CD-2,04.12.2023,09:38:47,Angel_to_low,Tolerance_violence,00:02:15,00:02:15,0.0
MatNr3,1348,PrMod4,TSys54,AB-2CD-0,04.12.2023,10:03:23,OK,OK,00:01:42,00:01:42,0.0
MatNr2,1349,PrMod3,TSys54,AB-1CD-5,04.12.2023,10:28:28,OK,OK,00:01:47,00:01:47,0.0
MatNr2,1350,PrMod2,TSys32,AB-3CD-5,04.12.2023,10:52:01,OK,OK,00:01:00,00:01:00,0.0
MatNr3,1351,PrMod2,TSys54,AB-1CD-1,04.12.2023,11:15:04,System_issue,System_error,00:02:16,00:02:16,0.0
MatNr1,1352,PrMod4,TSys32,AB-3CD-3,04.12.2023,11:39:17,angel_to_wide,Tolerance_violence,00:02:38,00:02:38,0.0
MatNr2,1353,PrMod3,TSys54,AB-3CD-2,04.12.2023,12:08:01,angel_to_wide,Tolerance_violence,00:01:54,00:01:54,0.0
MatNr3,1354,PrMod4,TSys27,AB-1CD-1,04.12.2023,12:31:11,angel_to_wide,Tolerance_violence,00:01:53,00:01:53,0.0
MatNr2,1355,PrMod1,TSys54,AB-3CD-3,04.12.2023,12:55:54,Angel_to_low,Tolerance_violence,00:02:09,00:02:09,0.0
MatNr1,1356,PrMod3,TSys54,AB-2CD-8,04.12.2023,13:20:25,OK,OK,00:02:22,00:02:22,-0.0
MatNr3,1357,PrMod1,TSys54,AB-2CD-1,04.12.2023,13:45:35,OK,OK,00:02:23,00:02:23,0.0
MatNr1,1358,PrMod1,TSys54,AB-1CD-2,04.12.2023,14:08:47,OK,OK,00:01:55,00:01:55,0.0
MatNr1,1359,PrMod2,TSys27,AB-1CD-7,04.12.2023,14:36:30,OK,OK,00:01:32,00:01:32,-0.0
MatNr1,1360,PrMod2,TSys54,AB-1CD-2,04.12.2023,15:07:19,angel_to_wide,Tolerance_violence,00:02:12,00:02:12,0.0
MatNr3,1361,PrMod3,TSys27,AB-1CD-5,04.12.2023,15:29:23,OK,OK,00:01:40,00:01:40,0.0
MatNr3,1362,PrMod2,TSys54,AB-1CD-7,04.12.2023,15:54:09,OK,OK,00:01:42,00:01:42,0.0
MatNr1,1363,PrMod2,TSys54,AB-2CD-7,04.12.2023,16:17:59,OK,OK,00:01:48,00:01:48,0.0
MatNr2,1364,PrMod2,TSys54,AB-2CD-9,04.12.2023,16:43:14,OK,OK,00:02:11,00:02:11,0.0
MatNr3,1365,PrMod1,TSys54,AB-1CD-4,04.12.2023,17:06:06,OK,OK,00:01:49,00:01:49,0.0
MatNr1,1366,PrMod4,TSys54,AB-2CD-4,04.12.2023,17:33:07,OK,OK,00:01:59,00:01:59,0.0
MatNr1,1367,PrMod2,TSys54,AB-1CD-6,04.12.2023,17:55:00,OK,OK,00:02:02,00:02:02,0.0
MatNr3,1368,PrMod2,TSys32,AB-1CD-4,04.12.2023,18:17:02,OK,OK,00:01:39,00:01:39,0.0
MatNr3,1369,PrMod1,TSys27,AB-2CD-2,04.12.2023,18:38:02,OK,OK,00:02:22,00:02:22,0.0
MatNr2,1370,PrMod4,TSys27,AB-3CD-6,04.12.2023,19:04:01,OK,OK,00:02:02,00:02:02,0.0
MatNr1,1371,PrMod3,TSys32,AB-1CD-5,04.12.2023,19:26:49,System_issue,System_error,00:01:53,00:01:53,0.0
MatNr1,1371,PrMod3,TSys32,AB-1CD-5,04.12.2023,19:32:41,System_issue,System_error,00:01:22,00:01:22,0.0
MatNr1,1372,PrMod2,TSys27,AB-1CD-0,04.12.2023,19:55:11,OK,OK,00:02:13,00:02:13,0.0
MatNr2,1373,PrMod3,TSys32,AB-3CD-5,04.12.2023,20:17:42,OK,OK,00:02:14,00:02:14,0.0
MatNr3,1374,PrMod4,TSys32,AB-2CD-1,04.12.2023,20:46:56,angel_to_wide,Tolerance_violence,00:02:04,00:02:04,0.0
MatNr2,1375,PrMod1,TSys32,AB-3CD-2,04.12.2023,21:09:40,OK,OK,00:02:15,00:02:15,0.0
MatNr1,1376,PrMod4,TSys27,AB-1CD-8,04.12.2023,21:33:25,OK,OK,00:02:08,00:02:08,0.0
MatNr2,1377,PrMod2,TSys32,AB-1CD-9,04.12.2023,21:52:36,OK,OK,00:02:11,00:02:11,0.0
MatNr2,1378,PrMod3,TSys27,AB-2CD-6,04.12.2023,22:14:37,System_issue,System_error,00:01:40,00:01:40,0.0
MatNr1,1379,PrMod2,TSys54,AB-1CD-8,04.12.2023,22:37:06,OK,OK,00:01:53,00:01:53,0.0
MatNr1,1380,PrMod4,TSys32,AB-1CD-9,04.12.2023,22:56:16,OK,OK,00:01:40,00:01:40,0.0
MatNr3,1381,PrMod1,TSys27,AB-3CD-5,04.12.2023,23:18:11,OK,OK,00:02:25,00:02:25,0.0
MatNr2,1382,PrMod2,TSys54,AB-3CD-9,04.12.2023,23:39:12,OK,OK,00:02:13,00:02:13,0.0
MatNr2,1383,PrMod1,TSys32,AB-3CD-8,05.12.2023,00:02:18,OK,OK,00:01:54,00:01:54,0.0
MatNr1,1384,PrMod4,TSys32,AB-3CD-2,05.12.2023,00:26:30,System_issue,System_error,00:02:16,00:02:16,0.0
MatNr1,1385,PrMod3,TSys54,AB-1CD-9,05.12.2023,00:49:47,OK,OK,00:01:42,00:01:42,0.0
MatNr3,1386,PrMod2,TSys54,AB-3CD-5,05.12.2023,01:13:43,OK,OK,00:01:56,00:01:56,0.0
MatNr3,1387,PrMod4,TSys32,AB-3CD-8,05.12.2023,01:37:23,OK,OK,00:01:39,00:01:39,0.0
MatNr3,1388,PrMod2,TSys32,AB-3CD-9,05.12.2023,01:58:23,OK,OK,00:01:33,00:01:33,0.0
MatNr2,1389,PrMod4,TSys27,AB-1CD-2,05.12.2023,02:20:19,OK,OK,00:01:50,00:01:50,0.0
MatNr1,1390,PrMod4,TSys54,AB-1CD-6,05.12.2023,02:45:31,OK,OK,00:01:40,00:01:40,0.0
MatNr1,1391,PrMod4,TSys32,AB-2CD-0,05.12.2023,03:07:59,angel_to_wide,Tolerance_violence,00:01:57,00:01:57,0.0
MatNr2,1392,PrMod3,TSys27,AB-2CD-9,05.12.2023,03:30:02,OK,OK,00:02:09,00:02:09,0.0
MatNr2,1393,PrMod2,TSys54,AB-2CD-7,05.12.2023,03:52:13,OK,OK,00:02:14,00:02:14,0.0
MatNr2,1394,PrMod2,TSys27,AB-1CD-3,05.12.2023,04:16:51,OK,OK,00:02:23,00:02:23,-0.0
MatNr2,1395,PrMod2,TSys54,AB-3CD-8,05.12.2023,04:41:52,System_issue,System_error,00:02:13,00:02:13,0.0
MatNr2,1396,PrMod1,TSys32,AB-2CD-1,05.12.2023,05:03:14,OK,OK,00:01:47,00:01:47,0.0
MatNr1,1397,PrMod1,TSys32,AB-1CD-1,05.12.2023,05:25:47,OK,OK,00:01:36,00:01:36,0.0
MatNr1,1398,PrMod3,TSys54,AB-2CD-5,05.12.2023,05:47:12,OK,OK,00:01:46,00:01:46,0.0
MatNr1,1399,PrMod3,TSys32,AB-1CD-7,05.12.2023,06:14:28,Angel_to_low,Tolerance_violence,00:01:22,00:01:22,0.0
MatNr3,1400,PrMod3,TSys32,AB-3CD-5,05.12.2023,06:44:08,angel_to_wide,Tolerance_violence,00:01:58,00:01:58,0.0
MatNr2,1401,PrMod2,TSys54,AB-3CD-1,05.12.2023,07:05:45,OK,OK,00:01:47,00:01:47,0.0
MatNr3,1402,PrMod3,TSys54,AB-3CD-0,05.12.2023,07:29:01,OK,OK,00:01:54,00:01:54,0.0
MatNr2,1403,PrMod2,TSys32,AB-3CD-1,05.12.2023,07:50:10,Angel_to_low,Tolerance_violence,00:02:09,00:02:09,0.0
MatNr1,1404,PrMod3,TSys54,AB-3CD-2,05.12.2023,08:15:24,OK,OK,00:01:42,00:01:42,0.0
MatNr2,1405,PrMod2,TSys32,AB-2CD-7,05.12.2023,08:40:35,OK,OK,00:01:36,00:01:36,0.0
MatNr3,1406,PrMod4,TSys27,AB-2CD-7,05.12.2023,09:06:09,OK,OK,00:01:49,00:01:49,0.0
MatNr2,1407,PrMod2,TSys32,AB-2CD-2,05.12.2023,09:30:43,Angel_to_low,Tolerance_violence,00:01:37,00:01:37,0.0
MatNr2,1408,PrMod1,TSys54,AB-3CD-7,05.12.2023,09:52:53,System_issue,System_error,00:02:32,00:02:32,0.0
MatNr3,1409,PrMod2,TSys32,AB-2CD-4,05.12.2023,10:19:11,OK,OK,00:01:02,00:01:02,0.0
MatNr1,1410,PrMod4,TSys54,AB-3CD-4,05.12.2023,10:41:34,OK,OK,00:02:21,00:02:21,0.0
MatNr1,1411,PrMod1,TSys54,AB-3CD-7,05.12.2023,11:05:39,OK,OK,00:02:01,00:02:01,0.0
MatNr2,1412,PrMod2,TSys54,AB-1CD-4,05.12.2023,11:34:29,angel_to_wide,Tolerance_violence,00:01:53,00:01:53,0.0
MatNr2,1413,PrMod4,TSys32,AB-3CD-6,05.12.2023,12:03:17,angel_to_wide,Tolerance_violence,00:02:01,00:02:01,0.0
MatNr1,1414,PrMod4,TSys54,AB-2CD-7,05.12.2023,12:25:19,OK,OK,00:02:13,00:02:13,0.0
MatNr2,1415,PrMod3,TSys54,AB-1CD-8,05.12.2023,12:55:44,angel_to_wide,Tolerance_violence,00:02:17,00:02:17,0.0
