MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1
MatNr3,1879,PrMod1,TSys32,AB-2CD-3,15.09.2024,07:56:49,OK,OK,00:02:07,00:02:07
MatNr2,1880,PrMod3,TSys32,AB-3CD-6,15.09.2024,08:20:22,OK,OK,00:02:02,00:02:02
MatNr2,1881,PrMod3,TSys54,AB-1CD-2,15.09.2024,08:46:38,OK,OK,00:01:47,00:01:47
MatNr1,1882,PrMod3,TSys27,AB-2CD-0,15.09.2024,09:09:13,OK,OK,00:02:07,00:02:07
MatNr3,1883,PrMod3,TSys27,AB-1CD-3,15.09.2024,09:34:30,OK,OK,00:02:11,00:02:11
MatNr3,1884,PrMod2,TSys32,AB-1CD-6,15.09.2024,09:57:49,OK,OK,00:01:48,00:01:48
MatNr1,1885,PrMod2,TSys27,AB-1CD-1,15.09.2024,10:18:21,OK,OK,00:01:49,00:01:49
MatNr2,1886,PrMod2,TSys54,AB-1CD-5,15.09.2024,10:41:08,OK,OK,00:01:56,00:01:56
MatNr2,1887,PrMod1,TSys54,AB-1CD-2,15.09.2024,11:09:51,Angel_to_low,Tolerance_violence,00:01:51,00:01:51
MatNr2,1888,PrMod1,TSys27,AB-1CD-5,15.09.2024,11:31:57,OK,OK,00:01:53,00:01:53
MatNr2,1889,PrMod4,TSys54,AB-3CD-5,15.09.2024,11:54:50,Angel_to_low,Tolerance_violence,00:02:13,00:02:13
MatNr2,1890,PrMod3,TSys27,AB-1CD-5,15.09.2024,12:16:50,OK,OK,00:02:00,00:02:00
MatNr1,1891,PrMod3,TSys27,AB-3CD-7,15.09.2024,12:40:40,OK,OK,00:02:52,00:02:52
MatNr2,1892,PrMod3,TSys54,AB-2CD-6,15.09.2024,13:06:21,System_issue,System_error,00:01:45,00:01:45
MatNr1,1893,PrMod2,TSys27,AB-2CD-4,15.09.2024,13:29:51,OK,OK,00:02:34,00:02:34
MatNr3,1894,PrMod4,TSys32,AB-1CD-7,15.09.2024,13:55:05,OK,OK,00:01:32,00:01:32
MatNr3,1895,PrMod4,TSys27,AB-2CD-0,15.09.2024,14:17:57,Angel_to_low,Tolerance_violence,00:02:21,00:02:21
MatNr2,1896,PrMod4,TSys32,AB-2CD-7,15.09.2024,14:40:47,OK,OK,00:02:26,00:02:26
MatNr2,1897,PrMod3,TSys27,AB-2CD-0,15.09.2024,15:04:39,OK,OK,00:02:24,00:02:24
MatNr2,1898,PrMod4,TSys27,AB-1CD-4,15.09.2024,15:30:12,OK,OK,00:02:38,00:02:38
MatNr1,1899,PrMod3,TSys54,AB-1CD-4,15.09.2024,15:54:25,OK,OK,00:01:23,00:01:23
MatNr1,1900,PrMod2,TSys32,AB-3CD-7,15.09.2024,16:24:43,Angel_to_low,Tolerance_violence,00:02:06,00:02:06
MatNr2,1901,PrMod3,TSys54,AB-2CD-4,15.09.2024,16:47:16,Angel_to_low,Tolerance_violence,00:02:45,00:02:45
MatNr3,1902,PrMod3,TSys54,AB-2CD-8,15.09.2024,17:07:50,System_issue,System_error,00:01:54,00:01:54
MatNr3,1902,PrMod3,TSys54,AB-2CD-8,15.09.2024,17:13:40,System_issue,System_error,00:02:10,00:02:10
MatNr1,1903,PrMod2,TSys27,AB-3CD-7,15.09.2024,17:36:39,angel_to_wide,Tolerance_violence,00:01:38,00:01:38
MatNr3,1904,PrMod2,TSys54,AB-1CD-8,15.09.2024,18:01:26,OK,OK,00:01:53,00:01:53
MatNr3,1905,PrMod3,TSys54,AB-1CD-3,15.09.2024,18:26:46,Angel_to_low,Tolerance_violence,00:01:53,00:01:53
MatNr1,1906,PrMod4,TSys32,AB-1CD-2,15.09.2024,18:48:56,OK,OK,00:01:34,00:01:34
MatNr3,1907,PrMod4,TSys27,AB-1CD-4,15.09.2024,19:12:05,Angel_to_low,Tolerance_violence,00:02:26,00:02:26
MatNr1,1908,PrMod3,TSys32,AB-2CD-6,15.09.2024,19:35:29,System_issue,System_error,00:02:06,00:02:06
MatNr1,1909,PrMod3,TSys54,AB-1CD-2,15.09.2024,20:02:01,OK,OK,00:02:40,00:02:40
MatNr3,1910,PrMod4,TSys54,AB-3CD-3,15.09.2024,20:24:54,OK,OK,00:02:01,00:02:01
MatNr1,1911,PrMod4,TSys27,AB-1CD-1,15.09.2024,20:50:20,OK,OK,00:01:38,00:01:38
MatNr1,1912,PrMod3,TSys54,AB-2CD-9,15.09.2024,21:11:35,OK,OK,00:01:27,00:01:27
MatNr1,1913,PrMod3,TSys32,AB-2CD-4,15.09.2024,21:34:43,OK,OK,00:01:45,00:01:45
MatNr3,1914,PrMod4,TSys54,AB-1CD-6,15.09.2024,21:57:49,OK,OK,00:01:39,00:01:39
MatNr2,1915,PrMod4,TSys27,AB-2CD-2,15.09.2024,22:20:37,OK,OK,00:01:58,00:01:58
MatNr3,1916,PrMod3,TSys27,AB-2CD-4,15.09.2024,22:44:28,angel_to_wide,Tolerance_violence,00:01:46,00:01:46
MatNr3,1917,PrMod3,TSys27,AB-1CD-1,15.09.2024,23:10:38,OK,OK,00:01:35,00:01:35
MatNr1,1918,PrMod1,TSys54,AB-1CD-7,15.09.2024,23:33:18,OK,OK,00:02:58,00:02:58
MatNr2,1919,PrMod1,TSys32,AB-3CD-2,15.09.2024,23:57:34,OK,OK,00:02:14,00:02:14
MatNr2,1920,PrMod4,TSys54,AB-3CD-6,16.09.2024,00:19:16,OK,OK,00:02:13,00:02:13
MatNr3,1921,PrMod1,TSys27,AB-2CD-6,16.09.2024,00:42:57,angel_to_wide,Tolerance_violence,00:02:18,00:02:18
MatNr2,1922,PrMod1,TSys54,AB-2CD-4,16.09.2024,01:04:50,angel_to_wide,Tolerance_violence,00:01:53,00:01:53
MatNr2,1923,PrMod3,TSys54,AB-1CD-4,16.09.2024,01:27:18,OK,OK,00:02:09,00:02:09
MatNr2,1924,PrMod3,TSys27,AB-1CD-6,16.09.2024,01:50:30,OK,OK,00:01:32,00:01:32
MatNr2,1925,PrMod2,TSys54,AB-1CD-8,16.09.2024,02:11:06,OK,OK,00:01:59,00:01:59
MatNr3,1926,PrMod4,TSys32,AB-1CD-5,16.09.2024,02:31:43,OK,OK,00:02:15,00:02:15
MatNr3,1927,PrMod1,TSys32,AB-3CD-7,16.09.2024,02:56:33,System_issue,System_error,00:01:28,00:01:28
MatNr1,1928,PrMod1,TSys54,AB-2CD-3,16.09.2024,03:19:27,OK,OK,00:02:10,00:02:10
MatNr3,1929,PrMod1,TSys32,AB-3CD-8,16.09.2024,03:44:06,OK,OK,00:02:15,00:02:15
MatNr3,1930,PrMod3,TSys27,AB-1CD-5,16.09.2024,04:08:35,Angel_to_low,Tolerance_violence,00:02:06,00:02:06
MatNr2,1931,PrMod2,TSys54,AB-2CD-8,16.09.2024,04:33:21,OK,OK,00:02:14,00:02:14
MatNr2,1932,PrMod3,TSys32,AB-1CD-3,16.09.2024,04:56:10,OK,OK,00:02:16,00:02:16
MatNr2,1933,PrMod1,TSys27,AB-3CD-7,16.09.2024,05:20:27,OK,OK,00:02:16,00:02:16
MatNr1,1934,PrMod2,TSys54,AB-3CD-4,16.09.2024,05:46:07,System_issue,System_error,00:01:57,00:01:57
MatNr1,1935,PrMod3,TSys54,AB-2CD-7,16.09.2024,06:09:30,OK,OK,00:02:30,00:02:30
MatNr3,1936,PrMod4,TSys54,AB-3CD-5,16.09.2024,06:33:33,System_issue,System_error,00:01:43,00:01:43
MatNr3,1937,PrMod2,TSys54,AB-1CD-7,16.09.2024,06:55:37,System_issue,System_error,00:02:08,00:02:08
MatNr2,1938,PrMod2,TSys27,AB-2CD-3,16.09.2024,07:17:39,angel_to_wide,Tolerance_violence,00:01:00,00:01:00
MatNr1,1939,PrMod2,TSys32,AB-2CD-5,16.09.2024,07:39:10,angel_to_wide,Tolerance_violence,00:01:50,00:01:50
MatNr2,1940,PrMod1,TSys27,AB-3CD-0,16.09.2024,08:01:35,OK,OK,00:01:49,00:01:49
MatNr3,1941,PrMod4,TSys27,AB-3CD-8,16.09.2024,08:26:34,angel_to_wide,Tolerance_violence,00:01:56,00:01:56
MatNr3,1942,PrMod3,TSys54,AB-1CD-1,16.09.2024,08:49:09,Angel_to_low,Tolerance_violence,00:01:28,00:01:28
MatNr3,1943,PrMod3,TSys27,AB-1CD-3,16.09.2024,09:11:20,OK,OK,00:02:17,00:02:17
MatNr1,1944,PrMod4,TSys54,AB-1CD-1,16.09.2024,09:32:34,OK,OK,00:01:40,00:01:40
MatNr2,1945,PrMod2,TSys32,AB-3CD-7,16.09.2024,09:54:36,Angel_to_low,Tolerance_violence,00:02:25,00:02:25
MatNr2,1946,PrMod1,TSys54,AB-2CD-3,16.09.2024,10:18:50,OK,OK,00:02:21,00:02:21
MatNr3,1947,PrMod2,TSys54,AB-1CD-0,16.09.2024,10:40:47,OK,OK,00:02:10,00:02:10
MatNr2,1948,PrMod3,TSys27,AB-3CD-7,16.09.2024,11:01:27,OK,OK,00:02:20,00:02:20
MatNr1,1949,PrMod4,TSys32,AB-3CD-7,16.09.2024,11:21:54,OK,OK,00:01:44,00:01:44
MatNr3,1950,PrMod2,TSys27,AB-3CD-7,16.09.2024,11:47:28,OK,OK,00:01:35,00:01:35
MatNr1,1951,PrMod4,TSys27,AB-2CD-0,16.09.2024,12:10:32,System_issue,System_error,00:02:21,00:02:21
MatNr1,1952,PrMod2,TSys27,AB-1CD-8,16.09.2024,12:33:59,System_issue,System_error,00:01:39,00:01:39
MatNr2,1953,PrMod1,TSys27,AB-2CD-8,16.09.2024,12:56:10,OK,OK,00:01:45,00:01:45
MatNr1,1954,PrMod1,TSys27,AB-2CD-0,16.09.2024,13:22:13,System_issue,System_error,00:02:01,00:02:01
MatNr2,1955,PrMod3,TSys54,AB-2CD-3,16.09.2024,13:45:59,OK,OK,00:01:16,00:01:16
MatNr3,1956,PrMod3,TSys54,AB-3CD-0,16.09.2024,14:08:24,OK,OK,00:01:56,00:01:56
MatNr1,1957,PrMod2,TSys32,AB-3CD-9,16.09.2024,14:29:15,OK,OK,00:01:41,00:01:41
MatNr3,1958,PrMod2,TSys54,AB-1CD-3,16.09.2024,14:52:09,OK,OK,00:01:51,00:01:51
MatNr2,1959,PrMod2,TSys54,AB-3CD-7,16.09.2024,15:14:20,OK,OK,00:02:18,00:02:18
MatNr1,1960,PrMod4,TSys32,AB-2CD-0,16.09.2024,15:39:25,OK,OK,00:02:42,00:02:42
MatNr3,1961,PrMod4,TSys32,AB-2CD-1,16.09.2024,16:04:07,angel_to_wide,Tolerance_violence,00:02:41,00:02:41
MatNr3,1962,PrMod1,TSys32,AB-2CD-0,16.09.2024,16:26:39,OK,OK,00:02:25,00:02:25
MatNr1,1963,PrMod1,TSys27,AB-3CD-3,16.09.2024,16:51:39,OK,OK,00:01:38,00:01:38
MatNr1,1964,PrMod3,TSys54,AB-2CD-0,16.09.2024,17:15:44,OK,OK,00:01:51,00:01:51
MatNr3,1965,PrMod1,TSys54,AB-1CD-2,16.09.2024,17:41:04,OK,OK,00:01:25,00:01:25
MatNr2,1966,PrMod4,TSys32,AB-2CD-0,16.09.2024,18:02:56,OK,OK,00:01:24,00:01:24
MatNr1,1967,PrMod3,TSys32,AB-1CD-4,16.09.2024,18:25:59,OK,OK,00:01:15,00:01:15
MatNr3,1968,PrMod2,TSys32,AB-1CD-7,16.09.2024,18:49:57,OK,OK,00:02:01,00:02:01
MatNr1,1969,PrMod1,TSys32,AB-2CD-4,16.09.2024,19:10:25,OK,OK,00:02:20,00:02:20
MatNr2,1970,PrMod3,TSys32,AB-3CD-5,16.09.2024,19:34:53,OK,OK,00:02:04,00:02:04
MatNr1,1971,PrMod3,TSys32,AB-3CD-8,16.09.2024,19:58:32,OK,OK,00:02:02,00:02:02
MatNr2,1972,PrMod2,TSys54,AB-3CD-1,16.09.2024,20:22:52,System_issue,System_error,00:02:17,00:02:17
MatNr2,1972,PrMod2,TSys54,AB-3CD-1,16.09.2024,20:27:45,System_issue,System_error,00:02:05,00:02:05
MatNr3,1973,PrMod3,TSys54,AB-3CD-7,16.09.2024,20:50:38,OK,OK,00:01:59,00:01:59
MatNr2,1974,PrMod3,TSys27,AB-3CD-3,16.09.2024,21:13:35,angel_to_wide,Tolerance_violence,00:02:04,00:02:04
MatNr1,1975,PrMod2,TSys27,AB-1CD-6,16.09.2024,21:35:42,temperature_to_high,Tolerance_violence,00:01:55,00:01:55
MatNr3,1976,PrMod2,TSys32,AB-1CD-9,16.09.2024,21:58:09,OK,OK,00:02:21,00:02:21
MatNr1,1977,PrMod1,TSys32,AB-3CD-9,16.09.2024,22:22:04,OK,OK,00:01:36,00:01:36
MatNr2,1978,PrMod3,TSys32,AB-2CD-0,16.09.2024,22:43:18,System_issue,System_error,00:01:51,00:01:51
MatNr3,1979,PrMod4,TSys54,AB-1CD-4,16.09.2024,23:05:40,OK,OK,00:02:21,00:02:21
MatNr1,1980,PrMod3,TSys32,AB-2CD-4,16.09.2024,23:30:50,OK,OK,00:02:00,00:02:00
MatNr3,1981,PrMod2,TSys27,AB-3CD-7,16.09.2024,23:55:56,Angel_to_low,Tolerance_violence,00:02:11,00:02:11
MatNr1,1982,PrMod3,TSys54,AB-2CD-8,17.09.2024,00:21:15,angel_to_wide,Tolerance_violence,00:02:01,00:02:01
MatNr1,1983,PrMod2,TSys54,AB-3CD-6,17.09.2024,00:44:58,OK,OK,00:01:46,00:01:46
MatNr3,1984,PrMod2,TSys54,AB-2CD-6,17.09.2024,01:08:11,OK,OK,00:02:05,00:02:05
MatNr3,1985,PrMod4,TSys54,AB-1CD-8,17.09.2024,01:29:10,OK,OK,00:02:01,00:02:01
MatNr1,1986,PrMod3,TSys27,AB-2CD-4,17.09.2024,01:53:56,OK,OK,00:02:11,00:02:11
MatNr3,1987,PrMod3,TSys54,AB-3CD-6,17.09.2024,02:15:54,OK,OK,00:01:52,00:01:52
MatNr1,1988,PrMod3,TSys54,AB-1CD-5,17.09.2024,02:42:03,angel_to_wide,Tolerance_violence,00:02:43,00:02:43
MatNr3,1989,PrMod3,TSys54,AB-3CD-3,17.09.2024,03:04:42,OK,OK,00:02:33,00:02:33
MatNr3,1990,PrMod4,TSys54,AB-3CD-9,17.09.2024,03:30:34,OK,OK,00:02:07,00:02:07
MatNr2,1991,PrMod4,TSys54,AB-1CD-2,17.09.2024,03:53:21,OK,OK,00:02:21,00:02:21
MatNr2,1992,PrMod2,TSys27,AB-2CD-5,17.09.2024,04:24:08,System_issue,System_error,00:01:55,00:01:55
MatNr2,1993,PrMod2,TSys27,AB-3CD-0,17.09.2024,04:47:24,Angel_to_low,Tolerance_violence,00:02:02,00:02:02
MatNr3,1994,PrMod1,TSys54,AB-3CD-1,17.09.2024,05:11:57,angel_to_wide,Tolerance_violence,00:01:40,00:01:40
MatNr3,1995,PrMod2,TSys54,AB-2CD-7,17.09.2024,05:41:22,angel_to_wide,Tolerance_violence,00:01:40,00:01:40
MatNr1,1996,PrMod2,TSys32,AB-3CD-0,17.09.2024,06:07:21,OK,OK,00:02:30,00:02:30
MatNr3,1997,PrMod3,TSys27,AB-1CD-8,17.09.2024,06:29:07,angel_to_wide,Tolerance_violence,00:02:06,00:02:06
MatNr1,1998,PrMod3,TSys54,AB-1CD-3,17.09.2024,06:53:16,OK,OK,00:01:58,00:01:58
MatNr2,1999,PrMod1,TSys54,AB-1CD-5,17.09.2024,07:15:33,OK,OK,00:01:36,00:01:36
MatNr2,2000,PrMod4,TSys54,AB-3CD-5,17.09.2024,07:37:07,OK,OK,00:01:29,00:01:29
MatNr2,2001,PrMod3,TSys32,AB-1CD-9,17.09.2024,07:59:38,OK,OK,00:02:20,00:02:20
MatNr3,2002,PrMod1,TSys32,AB-3CD-4,17.09.2024,08:27:28,angel_to_wide,Tolerance_violence,00:02:18,00:02:18
MatNr3,2003,PrMod1,TSys54,AB-1CD-3,17.09.2024,08:53:24,angel_to_wide,Tolerance_violence,00:01:47,00:01:47
MatNr3,2004,PrMod1,TSys27,AB-1CD-2,17.09.2024,09:19:38,OK,OK,00:02:28,00:02:28
MatNr2,2005,PrMod1,TSys54,AB-3CD-0,17.09.2024,09:42:30,OK,OK,00:02:38,00:02:38
MatNr2,2006,PrMod1,TSys54,AB-1CD-0,17.09.2024,10:07:50,OK,OK,00:01:32,00:01:32
MatNr2,2007,PrMod3,TSys32,AB-1CD-1,17.09.2024,10:30:27,OK,OK,00:02:19,00:02:19
MatNr2,2008,PrMod4,TSys27,AB-2CD-5,17.09.2024,10:54:30,angel_to_wide,Tolerance_violence,00:01:56,00:01:56
MatNr1,2009,PrMod1,TSys32,AB-2CD-8,17.09.2024,11:17:43,OK,OK,00:02:10,00:02:10
MatNr1,2010,PrMod3,TSys54,AB-2CD-2,17.09.2024,11:42:07,OK,OK,00:01:56,00:01:56
MatNr1,2011,PrMod3,TSys54,AB-3CD-8,17.09.2024,12:05:21,OK,OK,00:02:10,00:02:10
MatNr2,2012,PrMod3,TSys32,AB-1CD-1,17.09.2024,12:34:50,angel_to_wide,Tolerance_violence,00:01:57,00:01:57
MatNr2,2013,PrMod4,TSys27,AB-2CD-9,17.09.2024,12:59:36,OK,OK,00:01:52,00:01:52
MatNr3,2014,PrMod4,TSys54,AB-1CD-9,17.09.2024,13:24:58,Angel_to_low,Tolerance_violence,00:02:31,00:02:31
MatNr3,2015,PrMod4,TSys32,AB-1CD-1,17.09.2024,13:52:52,System_issue,System_error,00:02:09,00:02:09
MatNr2,2016,PrMod1,TSys32,AB-2CD-2,17.09.2024,14:17:52,OK,OK,00:02:04,00:02:04
MatNr3,2017,PrMod3,TSys27,AB-2CD-8,17.09.2024,14:41:23,System_issue,System_error,00:01:50,00:01:50
MatNr2,2018,PrMod1,TSys27,AB-2CD-5,17.09.2024,15:06:56,OK,OK,00:02:20,00:02:20
MatNr3,2019,PrMod2,TSys54,AB-3CD-1,17.09.2024,15:29:24,OK,OK,00:01:52,00:01:52
MatNr3,2020,PrMod4,TSys27,AB-1CD-8,17.09.2024,15:54:09,OK,OK,00:01:39,00:01:39
MatNr3,2021,PrMod3,TSys54,AB-1CD-0,17.09.2024,16:18:37,OK,OK,00:02:21,00:02:21
MatNr2,2022,PrMod4,TSys32,AB-3CD-7,17.09.2024,16:43:48,angel_to_wide,Tolerance_violence,00:02:19,00:02:19
MatNr3,2023,PrMod1,TSys54,AB-3CD-2,17.09.2024,17:08:18,OK,OK,00:02:17,00:02:17
MatNr2,2024,PrMod1,TSys54,AB-3CD-0,17.09.2024,17:32:55,OK,OK,00:02:17,00:02:17
MatNr1,2025,PrMod2,TSys32,AB-1CD-6,17.09.2024,17:56:31,OK,OK,00:02:19,00:02:19
MatNr3,2026,PrMod2,TSys32,AB-1CD-3,17.09.2024,18:22:00,System_issue,System_error,00:01:32,00:01:32
MatNr2,2027,PrMod4,TSys27,AB-1CD-3,17.09.2024,18:44:13,OK,OK,00:02:21,00:02:21
MatNr1,2028,PrMod4,TSys32,AB-1CD-9,17.09.2024,19:06:28,System_issue,System_error,00:02:14,00:02:14
MatNr2,2029,PrMod3,TSys27,AB-3CD-4,17.09.2024,19:29:58,OK,OK,00:02:10,00:02:10
MatNr1,2030,PrMod3,TSys54,AB-3CD-0,17.09.2024,19:52:29,Angel_to_low,Tolerance_violence,00:02:15,00:02:15
MatNr3,2031,PrMod1,TSys27,AB-3CD-3,17.09.2024,20:15:05,OK,OK,00:01:51,00:01:51
MatNr3,2032,PrMod3,TSys27,AB-2CD-4,17.09.2024,20:40:26,angel_to_wide,Tolerance_violence,00:01:35,00:01:35
MatNr3,2033,PrMod2,TSys32,AB-2CD-9,17.09.2024,21:03:12,OK,OK,00:01:26,00:01:26
MatNr1,2034,PrMod4,TSys32,AB-1CD-8,17.09.2024,21:33:32,System_issue,System_error,00:01:41,00:01:41
MatNr1,2034,PrMod4,TSys32,AB-1CD-8,17.09.2024,21:38:43,System_issue,System_error,00:02:02,00:02:02
MatNr2,2035,PrMod3,TSys32,AB-1CD-7,17.09.2024,22:00:12,OK,OK,00:02:03,00:02:03
MatNr3,2036,PrMod3,TSys32,AB-2CD-0,17.09.2024,22:23:47,OK,OK,00:02:09,00:02:09
MatNr3,2037,PrMod2,TSys32,AB-1CD-4,17.09.2024,22:49:54,OK,OK,00:02:15,00:02:15
MatNr2,2038,PrMod4,TSys54,AB-3CD-6,17.09.2024,23:12:33,Angel_to_low,Tolerance_violence,00:01:35,00:01:35
MatNr2,2039,PrMod2,TSys54,AB-3CD-8,17.09.2024,23:35:53,OK,OK,00:01:32,00:01:32
MatNr1,2040,PrMod2,TSys27,AB-2CD-9,17.09.2024,23:58:22,OK,OK,00:02:05,00:02:05
MatNr2,2041,PrMod1,TSys54,AB-3CD-3,18.09.2024,00:25:33,System_issue,System_error,00:01:50,00:01:50
MatNr1,2042,PrMod3,TSys54,AB-2CD-7,18.09.2024,00:52:31,Angel_to_low,Tolerance_violence,00:01:55,00:01:55
MatNr2,2043,PrMod1,TSys32,AB-1CD-1,18.09.2024,01:14:42,OK,OK,00:02:02,00:02:02
MatNr2,2044,PrMod1,TSys54,AB-3CD-4,18.09.2024,01:39:17,OK,OK,00:01:36,00:01:36
MatNr3,2045,PrMod3,TSys32,AB-3CD-3,18.09.2024,02:18:59,angel_to_wide,Tolerance_violence,00:02:00,00:02:00
MatNr3,2046,PrMod4,TSys54,AB-1CD-2,18.09.2024,02:46:58,OK,OK,00:02:15,00:02:15
MatNr2,2047,PrMod4,TSys27,AB-1CD-5,18.09.2024,03:13:22,OK,OK,00:01:34,00:01:34
MatNr1,2048,PrMod2,TSys32,AB-1CD-3,18.09.2024,03:38:23,OK,OK,00:01:31,00:01:31
MatNr2,2049,PrMod4,TSys54,AB-2CD-2,18.09.2024,03:57:28,OK,OK,00:01:45,00:01:45
MatNr2,2050,PrMod2,TSys54,AB-2CD-9,18.09.2024,04:20:24,OK,OK,00:01:54,00:01:54
MatNr1,2051,PrMod4,TSys54,AB-1CD-6,18.09.2024,04:50:13,Angel_to_low,Tolerance_violence,00:01:28,00:01:28
MatNr1,2052,PrMod4,TSys54,AB-1CD-3,18.09.2024,05:12:57,OK,OK,00:03:04,00:03:04
MatNr3,2053,PrMod4,TSys32,AB-3CD-3,18.09.2024,05:41:17,System_issue,System_error,00:01:44,00:01:44
MatNr2,2054,PrMod4,TSys54,AB-3CD-5,18.09.2024,06:15:08,System_issue,System_error,00:02:00,00:02:00
MatNr1,2055,PrMod4,TSys27,AB-2CD-0,18.09.2024,06:39:22,Angel_to_low,Tolerance_violence,00:02:14,00:02:14
MatNr1,2056,PrMod3,TSys32,AB-1CD-5,18.09.2024,07:01:52,OK,OK,00:01:59,00:01:59
MatNr3,2057,PrMod2,TSys27,AB-2CD-3,18.09.2024,07:24:15,OK,OK,00:01:28,00:01:28
MatNr1,2058,PrMod3,TSys32,AB-2CD-5,18.09.2024,07:44:47,OK,OK,00:02:10,00:02:10
MatNr3,2059,PrMod3,TSys54,AB-1CD-3,18.09.2024,08:15:23,angel_to_wide,Tolerance_violence,00:02:03,00:02:03
MatNr2,2060,PrMod2,TSys27,AB-3CD-3,18.09.2024,08:46:06,System_issue,System_error,00:01:46,00:01:46
MatNr1,2061,PrMod4,TSys27,AB-2CD-1,18.09.2024,09:10:13,OK,OK,00:01:38,00:01:38
MatNr3,2062,PrMod4,TSys32,AB-1CD-9,18.09.2024,09:33:51,OK,OK,00:02:14,00:02:14
MatNr3,2063,PrMod3,TSys32,AB-3CD-6,18.09.2024,09:59:54,System_issue,System_error,00:02:14,00:02:14
MatNr3,2063,PrMod3,TSys32,AB-3CD-6,18.09.2024,10:05:40,System_issue,System_error,00:01:45,00:01:45
MatNr3,2064,PrMod4,TSys32,AB-2CD-0,18.09.2024,10:31:12,OK,OK,00:01:13,00:01:13
MatNr1,2065,PrMod3,TSys54,AB-1CD-4,18.09.2024,10:52:05,OK,OK,00:02:14,00:02:14
MatNr2,2066,PrMod4,TSys54,AB-2CD-6,18.09.2024,11:15:41,angel_to_wide,Tolerance_violence,00:01:37,00:01:37
MatNr1,2067,PrMod4,TSys32,AB-2CD-3,18.09.2024,11:38:41,OK,OK,00:01:24,00:01:24
MatNr2,2068,PrMod3,TSys32,AB-1CD-0,18.09.2024,12:02:36,Angel_to_low,Tolerance_violence,00:02:16,00:02:16
MatNr3,2069,PrMod2,TSys27,AB-3CD-4,18.09.2024,12:25:08,OK,OK,00:01:56,00:01:56
MatNr2,2070,PrMod3,TSys54,AB-3CD-4,18.09.2024,12:46:55,OK,OK,00:01:40,00:01:40
MatNr1,2071,PrMod1,TSys54,AB-1CD-0,18.09.2024,13:09:59,OK,OK,00:02:02,00:02:02
MatNr1,2072,PrMod1,TSys54,AB-1CD-6,18.09.2024,13:35:30,OK,OK,00:01:30,00:01:30
MatNr2,2073,PrMod1,TSys54,AB-2CD-1,18.09.2024,14:01:15,angel_to_wide,Tolerance_violence,00:01:49,00:01:49
MatNr3,2074,PrMod3,TSys54,AB-2CD-3,18.09.2024,14:22:52,System_issue,System_error,00:02:03,00:02:03
MatNr1,2075,PrMod4,TSys27,AB-3CD-0,18.09.2024,14:47:15,OK,OK,00:02:01,00:02:01
MatNr1,2076,PrMod4,TSys32,AB-1CD-7,18.09.2024,15:11:11,OK,OK,00:02:07,00:02:07
MatNr3,2077,PrMod4,TSys54,AB-2CD-4,18.09.2024,15:32:58,OK,OK,00:01:48,00:01:48
MatNr1,2078,PrMod2,TSys32,AB-2CD-1,18.09.2024,15:56:13,OK,OK,00:02:30,00:02:30
MatNr1,2079,PrMod3,TSys27,AB-2CD-9,18.09.2024,16:20:34,OK,OK,00:01:53,00:01:53
MatNr1,2080,PrMod2,TSys27,AB-2CD-9,18.09.2024,16:45:57,OK,OK,00:01:07,00:01:07
MatNr3,2081,PrMod1,TSys54,AB-3CD-8,18.09.2024,17:08:57,OK,OK,00:01:56,00:01:56
MatNr1,2082,PrMod1,TSys54,AB-1CD-1,18.09.2024,17:30:29,System_issue,System_error,00:02:12,00:02:12
MatNr2,2083,PrMod3,TSys32,AB-1CD-4,18.09.2024,17:53:12,OK,OK,00:02:10,00:02:10
MatNr3,2084,PrMod2,TSys32,AB-1CD-7,18.09.2024,18:18:46,OK,OK,00:02:14,00:02:14
MatNr3,2085,PrMod1,TSys32,AB-3CD-0,18.09.2024,18:40:48,OK,OK,00:01:28,00:01:28
MatNr1,2086,PrMod2,TSys54,AB-3CD-1,18.09.2024,19:01:51,angel_to_wide,Tolerance_violence,00:01:21,00:01:21
MatNr3,2087,PrMod3,TSys32,AB-3CD-7,18.09.2024,19:23:40,Angel_to_low,Tolerance_violence,00:01:37,00:01:37
MatNr2,2088,PrMod1,TSys32,AB-2CD-4,18.09.2024,19:46:58,OK,OK,00:02:30,00:02:30
MatNr3,2089,PrMod4,TSys27,AB-3CD-9,18.09.2024,20:12:27,OK,OK,00:02:14,00:02:14
MatNr2,2090,PrMod4,TSys32,AB-3CD-9,18.09.2024,20:40:34,System_issue,System_error,00:01:56,00:01:56
MatNr1,2091,PrMod3,TSys32,AB-1CD-1,18.09.2024,21:03:19,Angel_to_low,Tolerance_violence,00:02:16,00:02:16
MatNr1,2092,PrMod2,TSys54,AB-1CD-8,18.09.2024,21:24:15,OK,OK,00:01:59,00:01:59
MatNr2,2093,PrMod2,TSys54,AB-3CD-1,18.09.2024,21:45:27,OK,OK,00:02:28,00:02:28
MatNr3,2094,PrMod2,TSys54,AB-3CD-3,18.09.2024,22:09:48,OK,OK,00:01:42,00:01:42
MatNr1,2095,PrMod1,TSys54,AB-1CD-3,18.09.2024,22:34:00,OK,OK,00:02:25,00:02:25
MatNr2,2096,PrMod3,TSys27,AB-2CD-3,18.09.2024,22:58:07,OK,OK,00:01:32,00:01:32
